2024-01-22,12:24:41,14.49
2024-01-22,12:27:54,14.77
2024-01-22,12:27:59,13.64
2024-01-22,12:28:03,14.49
2024-01-22,12:28:09,13.35
2024-01-22,12:28:13,13.64
2024-01-22,12:28:19,13.35
2024-01-22,12:28:24,13.35
2024-01-22,12:28:28,14.2
2024-01-22,12:28:34,15.62
2024-01-22,12:36:10,14.77
2024-01-22,12:36:40,13.35
2024-01-22,12:37:10,13.64
2024-01-22,12:37:40,14.2
2024-01-22,12:38:10,13.35
2024-01-22,12:38:40,13.64
2024-01-22,12:39:10,12.78
2024-01-22,12:40:06,14.49
2024-01-22,12:40:11,13.07
2024-01-22,12:40:15,13.64
2024-01-22,12:40:21,14.49
2024-01-22,12:40:25,13.07
2024-01-22,12:40:31,13.35
2024-01-22,12:40:36,14.2
2024-01-22,12:40:40,13.35
2024-01-22,12:40:46,13.07
2024-01-22,12:40:51,14.77
2024-01-22,12:40:55,13.07
2024-01-22,12:41:01,15.06
2024-01-22,12:41:05,13.07
2024-01-22,12:41:11,13.64
2024-01-22,12:41:16,14.2
2024-01-22,12:41:20,14.77
2024-01-22,12:41:26,13.64
2024-01-22,12:41:30,13.64
2024-01-22,12:41:36,13.92
2024-01-22,12:41:41,14.49
2024-01-22,12:41:45,13.35
2024-01-22,12:41:51,13.92
2024-01-22,12:41:55,13.07
2024-01-22,12:42:01,13.64
2024-01-22,12:42:06,12.78
2024-01-22,12:42:10,15.34
2024-01-22,12:42:16,14.2
2024-01-22,12:42:21,13.92
2024-01-22,12:42:25,14.49
2024-01-22,12:42:31,13.07
2024-01-22,12:43:38,14.49
2024-01-22,12:43:45,13.35
2024-01-22,12:43:49,14.49
2024-01-22,12:43:55,14.49
2024-01-22,12:43:59,15.06
2024-01-22,12:44:03,15.06
2024-01-22,12:44:09,14.2
2024-01-22,12:44:13,13.64
2024-01-22,12:44:20,14.2
2024-01-22,12:45:15,14.77
2024-01-22,12:45:21,15.06
2024-01-22,12:45:25,14.77
2024-01-22,12:47:03,15.34
2024-01-22,12:47:08,13.35
2024-01-22,13:06:20,15.06
2024-01-22,13:07:20,14.2
2024-01-22,13:08:20,11.93
2024-01-22,13:09:20,11.08
2024-01-22,13:10:20,11.36
2024-01-22,13:11:21,10.51
2024-01-22,13:12:21,12.78
2024-01-22,13:13:21,14.2
2024-01-22,13:14:21,14.77
2024-01-22,13:15:21,13.07
2024-01-22,13:16:21,14.49
2024-01-22,13:17:21,12.5
2024-01-22,13:18:21,13.07
2024-01-22,13:19:21,13.35
2024-01-22,13:20:21,13.64
2024-01-22,13:21:21,14.49
2024-01-22,13:22:21,14.77
2024-01-22,13:23:21,13.64
2024-01-22,13:24:21,13.92
2024-01-22,13:33:13,15.34
2024-01-22,13:33:43,13.07
2024-01-22,13:34:13,14.2
2024-01-22,13:34:43,13.92
2024-01-22,13:35:13,13.07
2024-01-22,13:35:43,13.92
2024-01-22,13:36:13,15.06
2024-01-22,13:36:43,15.06
2024-01-22,13:37:13,13.35
2024-01-22,13:44:54,15.62
2024-01-22,13:45:24,13.35
2024-01-22,13:45:54,15.34
2024-01-22,13:46:24,14.2
2024-01-22,13:46:54,13.35
2024-01-22,13:47:24,12.78
2024-01-22,13:47:55,13.92
2024-01-22,13:48:25,15.34
2024-01-22,13:48:55,13.92
2024-01-22,13:49:25,13.35
2024-01-22,13:58:14,15.62
2024-01-22,13:58:29,14.77
2024-01-22,13:58:44,13.64
2024-01-22,13:58:59,13.64
2024-01-22,13:59:14,13.35
2024-01-22,13:59:29,13.35
2024-01-22,13:59:44,13.64
2024-01-22,13:59:59,13.92
2024-01-22,14:00:14,14.2
2024-01-22,14:00:29,13.35
2024-01-22,14:00:44,13.35
2024-01-22,14:00:59,13.92
2024-01-22,14:01:14,14.49
2024-01-22,14:01:30,13.64
2024-01-22,14:01:45,13.64
2024-01-22,14:02:00,13.92
2024-01-22,14:02:15,13.64
2024-01-22,14:02:30,13.07
2024-01-22,14:02:45,13.35
2024-01-22,14:03:00,13.35
2024-01-22,14:03:15,13.35
2024-01-22,14:03:30,14.2
2024-01-22,14:03:45,15.06
2024-01-22,14:04:00,13.92
2024-01-22,14:04:15,13.35
2024-01-22,14:04:30,13.92
2024-01-22,14:04:45,13.35
2024-01-22,14:05:00,13.35
2024-01-22,14:05:15,14.49
2024-01-22,14:05:30,13.92
2024-01-22,14:05:45,15.06
2024-01-22,14:06:00,13.92
2024-01-22,14:06:15,13.35
2024-01-22,14:06:30,14.2
2024-01-22,14:06:45,13.64
2024-01-22,14:07:00,13.35
2024-01-22,14:07:15,13.35
2024-01-22,14:07:30,13.64
2024-01-22,14:07:45,14.2
2024-01-22,14:08:00,14.2
2024-01-22,14:08:15,13.92
2024-01-22,14:08:30,13.07
2024-01-22,14:08:45,13.64
2024-01-22,14:09:00,14.49
2024-01-22,14:09:15,15.06
2024-01-22,14:09:30,13.92
2024-01-22,14:09:45,13.35
2024-01-22,14:11:41,15.06
2024-01-22,14:11:56,14.77
2024-01-22,14:12:11,14.2
2024-01-22,14:12:26,15.62
2024-01-22,14:12:41,14.2
2024-01-22,14:12:56,14.2
2024-01-22,14:13:11,13.92
2024-01-22,14:13:26,14.77
2024-01-22,14:13:41,13.07
2024-01-22,14:13:56,13.92
2024-01-22,14:14:11,14.49
2024-01-22,14:14:26,14.2
2024-01-22,14:14:41,14.2
2024-01-22,14:14:56,14.49
2024-01-22,14:15:11,13.64
2024-01-22,14:15:26,13.64
2024-01-22,14:15:41,14.77
2024-01-22,14:15:56,13.35
2024-01-22,14:16:11,13.64
2024-01-22,14:16:26,15.62
2024-01-22,14:16:41,13.92
2024-01-22,14:16:56,13.07
2024-01-22,14:17:11,13.35
2024-01-22,14:17:26,14.49
2024-01-22,14:17:41,13.92
2024-01-22,14:17:56,15.62
2024-01-22,14:18:11,13.64
2024-01-22,14:18:26,13.64
2024-01-22,14:18:41,14.77
2024-01-22,14:18:56,13.92
2024-01-22,14:19:11,13.64
2024-01-22,14:19:26,13.35
2024-01-22,14:19:41,14.2
2024-01-22,14:19:56,14.77
2024-01-22,14:20:11,15.06
2024-01-22,14:20:26,13.35
2024-01-22,14:20:41,13.35
2024-01-22,14:20:56,15.34
2024-01-22,14:21:11,13.35
2024-01-22,14:21:26,15.06
2024-01-22,14:21:41,14.49
2024-01-22,14:21:56,15.62
2024-01-22,14:22:11,13.92
2024-01-22,14:22:26,14.2
2024-01-22,14:22:41,15.62
2024-01-22,14:22:56,14.77
2024-01-22,14:23:11,15.34
2024-01-22,14:23:27,13.35
2024-01-22,14:23:42,13.92
2024-01-22,14:23:57,13.64
2024-01-22,14:24:12,15.06
2024-01-22,14:24:27,14.77
2024-01-22,14:24:42,13.92
2024-01-22,14:24:57,13.92
2024-01-22,14:25:12,14.49
2024-01-22,14:25:27,13.64
2024-01-22,14:25:42,13.64
2024-01-22,14:25:57,13.64
2024-01-22,14:26:12,13.92
2024-01-22,14:26:27,15.62
2024-01-22,14:26:42,14.49
2024-01-22,14:26:57,15.06
2024-01-22,14:27:12,13.92
2024-01-22,14:27:27,13.35
2024-01-22,14:27:42,13.92
2024-01-22,14:27:57,13.92
2024-01-22,14:28:12,13.64
2024-01-22,14:28:27,14.2
2024-01-22,14:28:42,14.2
2024-01-22,14:28:57,14.77
2024-01-22,14:29:12,13.64
2024-01-22,14:29:27,13.92
2024-01-22,14:29:42,13.92
2024-01-22,14:29:57,13.07
2024-01-22,14:30:12,14.77
2024-01-22,14:30:27,13.64
2024-01-22,14:30:42,13.35
2024-01-22,14:30:57,14.77
2024-01-22,14:31:12,13.07
2024-01-22,14:31:27,14.77
2024-01-22,14:31:42,13.64
2024-01-22,14:31:57,14.77
2024-01-22,14:32:12,13.35
2024-01-22,14:32:27,13.92
2024-01-22,14:32:42,14.49
2024-01-22,14:32:57,15.06
2024-01-22,14:33:12,14.49
2024-01-22,14:33:27,14.77
2024-01-22,14:33:42,13.35
2024-01-22,14:33:57,14.2
2024-01-22,14:34:12,13.92
2024-01-22,14:34:27,13.64
2024-01-22,14:34:42,13.64
2024-01-22,14:34:57,13.64
2024-01-22,14:35:12,15.06
2024-01-22,14:35:27,13.64
2024-01-22,14:35:42,13.92
2024-01-22,14:35:57,13.64
2024-01-22,14:36:12,13.92
2024-01-22,14:36:27,14.77
2024-01-22,14:36:42,14.77
2024-01-22,14:40:02,15.06
2024-01-22,14:40:17,13.92
2024-01-22,14:40:32,13.92
2024-01-22,14:40:47,14.49
2024-01-22,14:41:02,14.2
2024-01-22,14:41:17,15.34
2024-01-22,14:41:32,14.77
2024-01-22,14:41:47,13.64
2024-01-22,14:42:02,14.2
2024-01-22,14:42:17,13.35
2024-01-22,14:42:32,13.35
